investor,investor_email,sebi_reg_no,aif_category,investor_city,startup_name,domain,round,amount_usd,headquarters,date
EIF,,,,,Vecmocon Technologies,Deep-tech,Series A,18000000.0,New Delhi,
GIC’s Lathe Investment,,,,,CRED,FinTech,Down Round,617.0,Bengaluru,
BII,,,,,FlexiLoans,NBFC,Series C,375.0,Mumbai,
Pear VC,,,,,Piston,Digital payment,Seed round,6100000.0,Chennai,
BOND,,,,,Piston,Digital payment,Seed round,6100000.0,Chennai,
Capital 2B,,,,,Leumas,Deeptech,Seed round,2200000.0,Bengaluru,
Prakash Padukone,,,,,Machaxi,Sportstech,Funding Round,1500000.0,Bengaluru,
Karnataka Govt’s Venture Fund,,,,,MetaShot,Gaming,Covertible Debt,2.0,Bengaluru,
Wow Momo,,,,,Kisah,Men’s ethnicwear,Funding Round,13.0,Kolkata,
Manit Gupta,,,,,PlutoPe,Decentralized finance (DeFi),Pre-seed Round,5.0,Gurugram,
Corporate: iDEX,,,,,Qubeats,Quantum Computing,Grant (Prize Money),2910000.0,Telangana,
July Ventures,,,,,LoanTap,Alternative Lending,Series B,6290000.0,Maharashtra,
Meri Punji,,,,,Khari Foods,Online Grocery,Seed,350000.0,Delhi,
Micelio Tech Fund,,,,,Stride Green,Green SME Loans,Seed,3500000.0,Haryana,
Gray Matters Capital,,,,,GyanDhan,Higher Education Tech,Series A,5850000.0,Delhi,
Synergy,,,,,Shapoorji Pallonji,Real Estate,Debt,75000000.0,Maharashtra,
Cerberus Capital Management,,,,,Shapoorji Pallonji,Real Estate,Debt,75000000.0,Maharashtra,
M&G,,,,,Udaan,B2B E-Commerce,Series G,114000000.0,Karnataka,
Samena Capital,,,,,Udaan,B2B E-Commerce,Series G,114000000.0,Karnataka,
360 One Asset,ashutosh.naik@iiflw.com,IN/AIF3/16-17/0286,Category III,Mumbai,Snitch,D2C Menswear Brand,Growth,40000000.0,-,
IvyCap,,,,,Snitch,D2C Menswear Brand,Growth,40000000.0,-,
SWC Global,,,,,Snitch,D2C Menswear Brand,Growth,40000000.0,-,
Ravi Modi Office,,,,,Snitch,D2C Menswear Brand,Growth,40000000.0,-,
Aditya Birla Ventures,,,,,Stable Money,FinTech,Series A,20000000.0,-,
Rannvijay Singha,,,,,Atlanture Sports,Sports & Media,Strategic Investment,2500000.0,-,
Jonty Rhodes (Angel Investor),,,,,Upurfit,Sports Wellness,Strategic Investment,,-,
The Fundamentum Partnership Fund,,,,,Stable Money,Wealthtech,Series B,20000000.0,Bengaluru,
US-based institution,,,,,Mufin Green,EV Financier,Debt Funding,18000000.0,New Delhi,
TPG NewQuest,,,,,Citykart,Value fashion retailer,Series B,538.0,Gurugram,
A91,,,,,Citykart,Value fashion retailer,Series B,538.0,Gurugram,
Indiamart Intermesh,,,,,Fleetx.io,SaaS,Series C,113.0,Gurugram,
BEENEXT’s Accelerate Fund,,,,,Fleetx.io,SaaS,Series C,113.0,Gurugram,
Prime Ventures Partners,,,,,Frinks AI,Manufacturing AI,Pre-Series A,5400000.0,Bengaluru,
IIMA Ventures,,,,,Orbitt Space,Spacetech,Pre-seed funding,1000000.0,Ahmedabad,
FK Myntra Holdings,nk@108.vc,IN/AIF2/23-24/1349,Category II,Mumbai,Myntra,Fashion ecommerce,-,124000000.0,Bengaluru,
Equity Capital,Meetali.Mistry@iiflw.com,IN/AIF3/12-13/0016,Category III,Mumbai,Saarathi Finance,NBFC,Funding round,475.0,Mumbai,
Group of family offices,,,,,ILIOS 72 Alternative Capital,Wealth Management,Seed Funding,1.0,Gurugram,
Bhaane Group,,,,,Simply Nam,Beauty brand,-,,Mumbai,
Shastra VC and,,,,,KhiladiPro,Sporttech,Pre-Seed,1000000.0,Bengaluru,
360 Asset Management Fund,ashutosh.naik@iiflw.com,IN/AIF3/16-17/0286,Category III,Mumbai,Snitch,Fashion,Series B,280.0,Bengaluru,
Race Capital,,,,,Unbound,Enterprise AI security and governance,Seed Funding,4000000.0,Pune,
Rising Tide Energy,,,,,Battery Smart,Battery swapping,Series B,29000000.0,New Delhi,
Hero MotoCorp,,,,,Euler Motors,EV,Series D,638.0,New Delhi,
Commvault,,,,,Cloudsek,Cybersecurity,Fresh Funding,19000000.0,Bengaluru,
Series B,,,,,CureBay,HealthTech,Series B,21000000.0,Bhubaneshwar,
Sakal Media Group,,,,,Mythik,Media Technology,Seed Round,15000000.0,Mumbai,
B Capital,,,,,Data Sutram,FinTech,Series A,9000000.0,Mumbai,
Krafton India,,,,,Shuru,Social media,Series A,,Gurugram,
Keiretsu Forum,,,,,KSKT,Agri-commerce,Equity and Debt Round,1300000.0,Gurugram,
Favcy’s 1stCheque Angel Network,,,,,KSKT,Agri-commerce,Equity and Debt Round,1300000.0,Gurugram,
InCred Growth Partners Fund-I,Info@1000x.co.in,IN/AIF2/25-26/1983,Category II,Kolkata,Celebal Tech,IT services provider,Series B,15000000.0,Jaipur,
Norwest Capital,,,,,Celebal Tech,IT services provider,Series B,15000000.0,Jaipur,
LLC,,,,,Celebal Tech,IT services provider,Series B,15000000.0,Jaipur,
Indigram Labs Foundation,,,,,Citrus Freight,Shipping,Bridge Round,2.5,Bengaluru,
Yugadi Capital,,,,,Biryani Blues,QSR,Pre-series C,5000000.0,Gurugram,
Principal Asset Management,,,,,JSW One,B2B e-commerce,-,340.0,Mumbai,
OneUp,,,,,JSW One,B2B e-commerce,-,340.0,Mumbai,
JSW Steel,,,,,JSW One,B2B e-commerce,-,340.0,Mumbai,
Jamwant Ventures And Valour Capital,,,,,TIEA Connectors,B2B ESDM (Electronic System Design and Manufacturing),Funding Round,22.0,Bengaluru,
Picus Capital,,,,,ReelSaga,Mobile-first entertainment,$2.1 Mn,2100000.0,Mumbai,
BlackSoil,,,,,BlueStone,Omnichannel jewellery,Debt Funding,40.0,Bengaluru,
Caspian Impact Investments,,,,,BlueStone,Omnichannel jewellery,Debt Funding,40.0,Bengaluru,
Chona family office,,,,,Hocco,Ice Cream Brand,Series B,10000000.0,Ahmedabad,
Sauce.vc,,,,,Hocco,Ice Cream Brand,Series B,10000000.0,Ahmedabad,
4point0 Health Ventures,,,,,MedVital,MedTech,Pre-seed funding,8.4,New Delhi,
Gulf Islamic Investments,,,,,1-India Family Mart,Value retail chain,Series D,12000000.0,Delhi,
Mohit Tandon,,,,,Zenergize,EV,Seed Funding,2000000.0,Gurugram,
Himanshu Aggarwal,,,,,Zenergize,EV,Seed Funding,2000000.0,Gurugram,
Neo Asset Management,,,,,Nobel Hygiene,Disposable hygiene,Funding Round,20000000.0,Mumbai,
Vijay Kedia,,,,,Fyn Mobility,EVaaS,Funding Round,2500000.0,Chennai,
Lloyd Balajadia,,,,,Fyn Mobility,EVaaS,Funding Round,2500000.0,Chennai,
Rahul Bothra,,,,,Fyn Mobility,EVaaS,Funding Round,2500000.0,Chennai,
Qatar Development Bank,,,,,Alt DRX,Digital Real Estate,Funding Round,23.0,Bengaluru,
Prakash Mody,,,,,Lifechart,Gut Wellness,Seed Funding,360000.0,Gurugram,
and Jayendra Shah,,,,,Lifechart,Gut Wellness,Seed Funding,360000.0,Gurugram,
Ajay Upadhyaya,,,,,Nawgati,Fuel aggregator,Pre-Series A,2500000.0,Noida,
Vikas Agarwal,,,,,KorinMi,Korean skin clinic,Pre-Seed,3.0,Gurugram,
Susquehanna Asia,,,,,The Good Bug,Gut health-focused,Series B,100.0,Mumbai,
Innovito Ventures,,,,,Insurance Samadhan,Insurance,Strategic Funding Round,8.5,Noida,
Fullerton Carbon Action Fund,,,,,Routematic,Transport-as-a-service,Series C,40000000.0,Bengaluru,
Shift4Good,,,,,Routematic,Transport-as-a-service,Series C,40000000.0,Bengaluru,
Deepak Bhagnani Family Office,,,,,Shiplog,Logistics-Tech,Seed Round,6.5,Gurugram,
PB Fintech,,,,,PB Healthcare,HealthTech,Equity funding round,218000000.0,Gurugram,
Tanglin,,,,,Footprints Preschool & Daycare,Early childhood education and daycare,Series A,7500000.0,Noida,
Kedaara Capital,,,,,Porter,Logistics,Series F,200000000.0,Bengaluru,
Wellington Management,,,,,Porter,Logistics,Series F,200000000.0,Bengaluru,
Sauce VC,,,,,Uni Seoul,Lifestyle,Seed Funding,5.0,Pune,
RevX,,,,,Care.fi,Healthcare FinTech,Debt Round,6.0,Gurugram,
Vertex Ventures SEAI,,,,,Metafin,NBFC,Series A,10000000.0,Mumbai,
New Age India Fund,,,,,Scandalous Foods,B2B Indian sweets,Seed Round,2.0,Nashik,
M3M Family Office,,,,,Kult,Beauty Tech,Series A,20000000.0,Mumbai,
NQM,,,,,QNu,Cyber Security,Series A,60.0,Bengaluru,
Wipro Consumer Care,,,,,Anveshan,D2C Food,Series A,48.0,Gurugram,
Lotus Holdings,nk@108.vc,IN/AIF2/23-24/1349,Category II,Mumbai,Salt Oral Care,Pre-Series A,Pre-Series A,1000000.0,Mumbai,
Avinya Ventures,,,,,Ivana Jewels,Lab-grown Diamonds,Seed Round,2.0,Surat,
Galaxy,,,,,Fuze,Digital Assets Infrastructure,Series A,12200000.0,Abu Dhabi,
e& Capital,,,,,Fuze,Digital Assets Infrastructure,Series A,12200000.0,Abu Dhabi,
White Venture Capital,,,,,Finodaya Capital,Non-banking financial company,Seed Funding,2500000.0,Indore,
IIM-A Ventures,,,,,Ivory,Healthcare,Funding Round,1000000.0,New Delhi,
Seedstars International Ventures,,,,,MatBook,Construction Tech,Pre-Seed Round,750000.0,Gurugram,
Fluent Ventures,,,,,MatBook,Construction Tech,Pre-Seed Round,750000.0,Gurugram,
Qatar Investment Authority,,,,,Rebel Foods,Cloud Kitchen,Series G,25000000.0,Mumbai,
Muthoot Fincorp,,,,,BankBazaar,Loan Sourcing,Funding Round,55.0,Chennai,
Walden International,,,,,BankBazaar,Loan Sourcing,Funding Round,55.0,Chennai,
10X Founders,,,,,SaveIN,FinTech,Funding Round,37.0,New Delhi,
Oliver Jung,,,,,SaveIN,FinTech,Funding Round,37.0,New Delhi,
Leblon Capital,,,,,SaveIN,FinTech,Funding Round,37.0,New Delhi,
Stem AI,,,,,SaveIN,FinTech,Funding Round,37.0,New Delhi,
Reazon Capital,,,,,Rimigo,Travel Tech,Pre-Seed Round,550000.0,Bengaluru,
Priya Parthasarathy,,,,,V SAFE,IoT,Seed Funding,300000.0,Thanjavur,
Waimea Bay Investments,,,,,SportsSkill,Sports Technology,Pre-Seed Funding,,Pune,
ValueQuest SCALE Fund,,,,,Jupiter International,Solar solutions,-,500.0,Kolkata,
Rinku Singh,,,,,BeastLife,Nutrition Brand,-,1.9,Gurugram,
Krafton,,,,,JetSynthesys,Digital entertainment and technology,-,,Pune,
Bessemer,,,,,Easebuzz,B2B FinTech,Funding Round,30000000.0,Pune,
ICICI Venture,,,,,Innovist,Beauty Products,Series B,136.0,Gurugram,
Chanakya Opportunities Fund,,IN/AIF1/17-18/0321,Category I,,Sadbhav Future Tech,Agri-Renewable,Pre-IPO Round,36.0,Gurugram,
The House Fund,,,,,SiglQ.ai,EdTech,Seed Round,9500000.0,-,
GSV Ventures,,,,,SiglQ.ai,EdTech,Seed Round,9500000.0,-,
9Unicorns,,,,,Cautio,Visual Telematics,Seed Round,11.0,Bengaluru,
Infinyte Club,,,,,Cautio,Visual Telematics,Seed Round,11.0,Bengaluru,
Ministry of Electronics,,,,,Cautio,Visual Telematics,Seed Round,11.0,Bengaluru,
IT (MeitY),,,,,Cautio,Visual Telematics,Seed Round,11.0,Bengaluru,
Accel India,,,,,AgroStar,AgriTech,Funding Round,6700000.0,Pune,
Advenza Global Limited,,,,,PARÉ Innovations,building material segment,Funding Round,8500000.0,Mumbai,
Pradeep Nain,,,,,Bhagva,Digital Spirituality,Pre-Series A,1000000.0,Delhi,
Bose Corporation,,,,,Noise,Wearables,Funding Round,20000000.0,Gurugram,
Play Ventures,,,,,Eloelo,Live Social Entertainment,Series B,13500000.0,Bengaluru,
High-Net-Worth Individuals (HNIs),,,,,Bower,EdTech,Seed Funding,11.5,Hyderabad,
Astir Ventures,,,,,Bower,EdTech,Seed Funding,11.5,Hyderabad,
Think Investment,,,,,Mosaic Wellness,Health and wellness,-,20000000.0,Mumbai,
Saama Capital,,,,,Koparo,D2C,Pre-Series A,1700000.0,New Delhi,
Accel Leaders Fund,,,,,Spinny,Used-car sales,Funding Round,131000000.0,Gurugram,
Sunder Ramachandran,,,,,Evenflow,Multi-brand,Series A,5000000.0,Mumbai,
Elanpro,,,,,Wendor,Smart Vending,Seed Funding,2500000.0,Delhi,
Lemniscap,,,,,DeCharge,EV Charging Solutions,Seed Funding,2500000.0,Hyderabad,
MMG Group,,,,,YatriKart,Transit Retail,Series A,,Indore,
Group of high-net-worth Indian investors,,,,,Argos Watches,Luxury watch brand,Angel Funding Round,6.5,Surat,
Family offices,,,,,Better Nutrition,Biofortified food brand,Seed Funding,10.0,Lucknow,
high-net-worth individuals (HNIs),,,,,Better Nutrition,Biofortified food brand,Seed Funding,10.0,Lucknow,
Beams Fintech Fund,,,,,Infinity Fincorp,NBFC,Series A,40000000.0,Mumbai,
Gruhas Collective Consumer Fund,,,,,Fur Jaden,Luggage and lifestyle brand,Pre-Series A,1100000.0,Mumbai,
Flipkart Marketplace Private Limited in Singapore,,,,,Flipkart Internet,Marketplace,-,3249.0,Bengaluru,
Florintree Advisors,,,,,Tonbo Imaging,Defence tech,Series D pre-IPO funding round,175.0,Bengaluru,
the Export-Import Bank of India,,,,,Tonbo Imaging,Defence tech,Series D pre-IPO funding round,175.0,Bengaluru,
UTEC,,,,,Aerem Solutions Private Limited,Solartech,Funding Round,100.0,Mumbai,
Prakash Sikaria,,,,,Alienkind,Juice Brand,Seed Funding,1200000.0,Bengaluru,
Ravi Iyer,,,,,Alienkind,Juice Brand,Seed Funding,1200000.0,Bengaluru,
Arpan Sheth,,,,,Alienkind,Juice Brand,Seed Funding,1200000.0,Bengaluru,
Lightspeed Venture Partners,,,,,Nexthop AI,AI,Funding Round,110000000.0,US,
NEAR Foundation,,,,,Abound,Finance,Seed Funding,14000000.0,US,
Elev8,,,,,smallcase,Online investment platform,Series D,50000000.0,Bengaluru,
V-Sciences Investments,,,,,Country Delight,Dairy products brand,Equity Round,25000000.0,Gurugram,
Binny Bansal,,,,,Curefoods,Cloud Kitchen,-,6600000.0,Bengaluru,
Caspian Investments,,,,,Curefoods,Cloud Kitchen,-,6600000.0,Bengaluru,
Nuvama,,,,,Otipy,AgriTech,Venture Debt,2000000.0,Gurgaon,
NSFO,,,,,Pilgrim,D2C Beauty Brand,Mix of Primary and Secondary Funding,200.0,Bengaluru,
A.V. Thomas,,,,,Chai Kings,Chai Retail,Series A,3000000.0,Chennai,
Co,,,,,Chai Kings,Chai Retail,Series A,3000000.0,Chennai,
Chimera VC,,,,,Qila Games,Gaming,Pre-seed Funding,1000000.0,Bengaluru,
Malpani Ventures,,,,,Iyaso,Speech Therapy,Pre-Seed Funding,500000.0,Pune,
NabVentures,,,,,Navadhan,FinTech,Series A,111.0,Mumbai,
Fractal,,,,,Asper.ai,AI-powered supply chain,-,20000000.0,Bengaluru,
U.S. investors,,,,,iHub Robotics,Humanoid robotics,Pre-Seed Funding,4.3,Ernakulam,
Sirona,,,,,GoOAT,D2C nutrition,Pre-Seed Round,,Gurugram,
Mile Deep Capital,,,,,Yummy Bee,Café chain,Funding,18.0,Hyderabad,
HSBC,,,,,Zolve,Cross-border NeoBank,Series B,251000000.0,Bengaluru,
Bertelsmann India,,,,,Scimplify,Chemicals Startup,Series B,40000000.0,Bengaluru,
UMI,,,,,Scimplify,Chemicals Startup,Series B,40000000.0,Bengaluru,
SageOne Flagship Growth OE Fund,,,,,Purple Style Labs,Omnichannel Luxury Fashion,Series E,40000000.0,Mumbai,
Alchemy Long Term Ventures Fund,,,,,Purple Style Labs,Omnichannel Luxury Fashion,Series E,40000000.0,Mumbai,
Investment,,,,,Purple Style Labs,Omnichannel Luxury Fashion,Series E,40000000.0,Mumbai,
and Minerva Ventures Fund,,,,,Purple Style Labs,Omnichannel Luxury Fashion,Series E,40000000.0,Mumbai,
SoGal Ventures,,,,,indē wild,Ayurvedic Skincare,Seed Round,5000000.0,Mumbai,
The Global Ventures,,,,,indē wild,Ayurvedic Skincare,Seed Round,5000000.0,Mumbai,
Garuda Aerospace,,,,,Zuppa,Drone Manufacturing,Strategic Investment,,Chennai,
Hara Global Capital,,,,,Swish,Food Delivery,Series A,14000000.0,Bengaluru,
Growth Strategy Ventures,Info@1000x.co.in,IN/AIF2/25-26/1983,Category II,Kolkata,Gainhub.Ai,,Pre-Series,100000.0,Haryana,
Eaglewings Venture,,,,,MapMyCrop,AgriTech,Seed Funding,15.7,Pune,
Dell Technologies Capital,info@paulasset.com,IN/AIF3/24-25/1602,Category III,Kolkata,MaxIQ (formerly Gyaan AI),AI,Seed Funding,7800000.0,Bengaluru,
Intel Capital,,,,,MaxIQ (formerly Gyaan AI),AI,Seed Funding,7800000.0,Bengaluru,
Japan’s Mitsubishi UFJ Financial Group (MUFG),,,,,InsuranceDekho,Insurtech,Funding Round,70000000.0,Gurugram,
and insurer BNP Paribas Cardif,,,,,InsuranceDekho,Insurtech,Funding Round,70000000.0,Gurugram,
Good Capital,,,,,Nuuk,D2C home appliances,Series A,5000000.0,Gurugram,
Multiples Alternate Asset Management,,,,,Geniemode,B2B Cross-Border E-commerce,Series C,50000000.0,Gurugram,
Paramark Ventures,,,,,Geniemode,B2B Cross-Border E-commerce,Series C,50000000.0,Gurugram,
AK Capital Finance,,,,,Oxyzo,FinTech - NBFC Lending,Debt Funding,100.0,Gurugram,
Alkemi Growth Capital,Info@1000x.co.in,IN/AIF2/25-26/1983,Category II,Kolkata,Quick Clean,Linen Management - SaaS,Series A + Debt Funding,50.0,Gurugram,
Rs 10 crore ($1.15M) credit line from Venture Debt Cos,,,,,Quick Clean,Linen Management - SaaS,Series A + Debt Funding,50.0,Gurugram,
Acquired a 0.32% stake by Go Digit (Insurtech - Investments),,,,,Dr. Reddy’s Laboratories,Pharmaceutical Company,Strategic Investment,30.0,Hyderabad,
Mysten Labs,,,,,FanTV,Content - Blockchain/Sui Network,Strategic Investment,3000000.0,Noida,
Cypher Capital,,,,,FanTV,Content - Blockchain/Sui Network,Strategic Investment,3000000.0,Noida,
CoinSwitch Ventures,,,,,FanTV,Content - Blockchain/Sui Network,Strategic Investment,3000000.0,Noida,
Illuminati Capital,,,,,FanTV,Content - Blockchain/Sui Network,Strategic Investment,3000000.0,Noida,
Dewang Neralla's Family Office,,,,,HiWiPay,FinTech - Cross-border Payments,Seed Round,2000000.0,Mumbai,
Jupiter Metaverse LLP,,,,,HiWiPay,FinTech - Cross-border Payments,Seed Round,2000000.0,Mumbai,
Ritesh Malik,,,,,HiWiPay,FinTech - Cross-border Payments,Seed Round,2000000.0,Mumbai,
Mitesh Shah,,,,,HiWiPay,FinTech - Cross-border Payments,Seed Round,2000000.0,Mumbai,
Nilesh Doshi,,,,,HiWiPay,FinTech - Cross-border Payments,Seed Round,2000000.0,Mumbai,
INVSTT,,,,,Sisir Radar,Spacetech - SAR Satellite Imaging,Seed Round,1500000.0,Kolkata,
Angel Investors from Entertainment & Gaming Community,,,,,Triple Tap Games,Gaming - Game Development,Pre-Seed Round,1200000.0,Mumbai,
Nitin Gupta,,,,,Dodo Payments,FinTech - Payments Infrastructure,Pre-Seed Round,1100000.0,Bengaluru,
Maninder Gulati,,,,,Dodo Payments,FinTech - Payments Infrastructure,Pre-Seed Round,1100000.0,Bengaluru,
Raymond Russell,,,,,Dodo Payments,FinTech - Payments Infrastructure,Pre-Seed Round,1100000.0,Bengaluru,
Preethi Kasireddy,,,,,Dodo Payments,FinTech - Payments Infrastructure,Pre-Seed Round,1100000.0,Bengaluru,
Nishant Verman,,,,,Dodo Payments,FinTech - Payments Infrastructure,Pre-Seed Round,1100000.0,Bengaluru,
Deep Bajaj,,,,,Ritualistic,Home Decor - D2C Brand,Secondary + Primary Funding,1000000.0,Gurugram,
Mohit Bajaj,,,,,Ritualistic,Home Decor - D2C Brand,Secondary + Primary Funding,1000000.0,Gurugram,
We Founder Circle (WFC),,,,,Pickkup,Logistics - Hyperlocal Deliveries,Seed Round,500000.0,Gurugram,
Mile Deep Works,,,,,Make in Box,Deeptech - Engineering Solutions,Pre-Series Funding,260000.0,Gurugram,
NIIF Infrastructure Finance Limited (NIIF IFL),,,,,Lightstorm,Cloud & Data Centre Networking,Funding Round,700.0,Gurugram,
Series G Equity Funding,,,,,Udaan,B2B E-commerce,Series G,75000000.0,Bengaluru,
Jungle Ventures (Primary & Secondary Investment),,,,,Waterfield Advisors,Wealth Advisory - FinTech,Funding Round,18000000.0,Mumbai,
Storm Ventures,,,,,Spyne,AI-Powered Visual Merchandising - AutoTech,Series A,16000000.0,Gurugram,
Sofina,,,,,The Whole Truth,Clean Label Health Food - D2C,Series C,15000000.0,Mumbai,
Sauce.VC,,,,,The Whole Truth,Clean Label Health Food - D2C,Series C,15000000.0,Mumbai,
Ektha.com,,,,,Dogsee Chew,D2C Pet Treats,Series B,8000000.0,Bengaluru,
Shivanssh Holdings,nk@108.vc,IN/AIF2/23-24/1349,Category II,Mumbai,Dogsee Chew,D2C Pet Treats,Series B,8000000.0,Bengaluru,
Poddar Family Office,,,,,Dogsee Chew,D2C Pet Treats,Series B,8000000.0,Bengaluru,
Marc Jordan,,,,,Ikonz Studios,Digital Avatars & Holography - AI/VR,Pre-Series A,5000000.0,Hyderabad,
Ramana Thummu,,,,,Ikonz Studios,Digital Avatars & Holography - AI/VR,Pre-Series A,5000000.0,Hyderabad,
Akash Bhanshali,,,,,Ikonz Studios,Digital Avatars & Holography - AI/VR,Pre-Series A,5000000.0,Hyderabad,
US-based & Indian Family Offices,,,,,Probus Smart Things,IoT & Data Analytics,Series A1,5000000.0,Noida,
Touchstone Ventures,,,,,Swish Club,Devices-as-a-Service - DaaS,Pre-Series A,4500000.0,Bengaluru,
Atrium Ventures,,,,,Swish Club,Devices-as-a-Service - DaaS,Pre-Series A,4500000.0,Bengaluru,
LIT Fund,,,,,OneTab AI,Workplace SaaS - AI Solutions,Seed Round,3300000.0,Indore,
Orbit,,,,,OneTab AI,Workplace SaaS - AI Solutions,Seed Round,3300000.0,Indore,
Singapore Family Office,,,,,OneTab AI,Workplace SaaS - AI Solutions,Seed Round,3300000.0,Indore,
SOSV,,,,,OneTab AI,Workplace SaaS - AI Solutions,Seed Round,3300000.0,Indore,
Sunil Kumar Singhvi,,,,,OneTab AI,Workplace SaaS - AI Solutions,Seed Round,3300000.0,Indore,
Founders,,,,,OneTab AI,Workplace SaaS - AI Solutions,Seed Round,3300000.0,Indore,
Promoters of Haldiram’s,,,,,Almonds Ai,Loyalty & Rewards Platform - SaaS,Seed Round,16.0,Gurugram,
JITO Incubation & Innovation Foundation (JIIF),,,,,Almonds Ai,Loyalty & Rewards Platform - SaaS,Seed Round,16.0,Gurugram,
Ever Grow Capital,,,,,Almonds Ai,Loyalty & Rewards Platform - SaaS,Seed Round,16.0,Gurugram,
Nine ALPS,,,,,Almonds Ai,Loyalty & Rewards Platform - SaaS,Seed Round,16.0,Gurugram,
JITO Incubation & Innovation Foundation,,,,,NOTO Ice Cream,D2C - Health Foods,Growth Funding,15.0,Mumbai,
Yashowardhan Shah,,,,,Dynolt Technologies,Deeptech - AI & Analytics,Seed Round,1700000.0,Bengaluru,
Luke Coutinho,,,,,You Care Lifestyle,Independent Verification - E-commerce,Funding Round,1000000.0,Mumbai,
Narendra Firodia,,,,,You Care Lifestyle,Independent Verification - E-commerce,Funding Round,1000000.0,Mumbai,
Thrive Ventures,,,,,Healthfab,D2C - Reusable Period Panties,Pre-Series A,1000000.0,Bengaluru,
Anupam Mittal,,,,,Healthfab,D2C - Reusable Period Panties,Pre-Series A,1000000.0,Bengaluru,
Aman Gupta,,,,,Healthfab,D2C - Reusable Period Panties,Pre-Series A,1000000.0,Bengaluru,
Vineeta Singh,,,,,Healthfab,D2C - Reusable Period Panties,Pre-Series A,1000000.0,Bengaluru,
Peyush Bansal,,,,,Healthfab,D2C - Reusable Period Panties,Pre-Series A,1000000.0,Bengaluru,
Nikhil Kamath’s WTFund (2024 Cohort),,,,,BYTES,AI-Powered ADAS for Two-Wheelers - MobilityTech,Grant,20.0,Pune,
Tiger Global,,,,,EnCharge AI,AI Chips - Semiconductor,Series B,100000000.0,California,
ValueQuest Scale Fund,,,,,ToneTag,Digital Payments - FinTech,Funding Round,78000000.0,Bengaluru,
Vertex Growth Singapore,,,,,SpotDraft,Contract Lifecycle Management - CLM SaaS,Series B,54000000.0,Bengaluru,
Trident Partners,,,,,SpotDraft,Contract Lifecycle Management - CLM SaaS,Series B,54000000.0,Bengaluru,
Xeed VC,,,,,SpotDraft,Contract Lifecycle Management - CLM SaaS,Series B,54000000.0,Bengaluru,
Strategic Investor,,,,,Zeta,Banking Tech - FinTech SaaS,Investment Round (Valued at $2B),50000000.0,Hyderabad,
Accurant International's Net Zero Alliance,,,,,75F,Commercial HVAC Automation - IoT & AI,Series B,45000000.0,Bengaluru,
Carrier Global Corporation,,,,,75F,Commercial HVAC Automation - IoT & AI,Series B,45000000.0,Bengaluru,
Climate Investment,,,,,75F,Commercial HVAC Automation - IoT & AI,Series B,45000000.0,Bengaluru,
Breakthrough Energy Ventures,,,,,75F,Commercial HVAC Automation - IoT & AI,Series B,45000000.0,Bengaluru,
Next47,,,,,75F,Commercial HVAC Automation - IoT & AI,Series B,45000000.0,Bengaluru,
WIND Ventures,,,,,75F,Commercial HVAC Automation - IoT & AI,Series B,45000000.0,Bengaluru,
Alpha Wave,info@paulasset.com,IN/AIF3/24-25/1602,Category III,Kolkata,Lucidity,Multi-Cloud Storage - SaaS,Series A,21000000.0,Bengaluru,
Sofina Ventures,,,,,The Whole Truth,D2C Protein Bars - Foodtech,Series C,133.0,Mumbai,
Matrix Partners,,,,,The Whole Truth,D2C Protein Bars - Foodtech,Series C,133.0,Mumbai,
Dreamit,,,,,Nirmata,SaaS - Cloud Security,Funding Round,9600000.0,Bengaluru,
Z5 Capital,,,,,Nirmata,SaaS - Cloud Security,Funding Round,9600000.0,Bengaluru,
Uncorrelated Ventures,,,,,Nirmata,SaaS - Cloud Security,Funding Round,9600000.0,Bengaluru,
Zerodha’s Rainmatter,,,,,Bold Care,D2C Sexual Wellness - HealthTech,Series A,5000000.0,Mumbai,
Mithun Sacheti (CaratLane),,,,,Bold Care,D2C Sexual Wellness - HealthTech,Series A,5000000.0,Mumbai,
Siddhartha Sacheti (Jaipur Diamond),,,,,Bold Care,D2C Sexual Wellness - HealthTech,Series A,5000000.0,Mumbai,
Claris Capital,,,,,Bold Care,D2C Sexual Wellness - HealthTech,Series A,5000000.0,Mumbai,
Anicut Growth Fund,Info@1000x.co.in,IN/AIF2/25-26/1983,Category II,Kolkata,CapGrid Solutions,B2B Manufacturing - Supply Chain SaaS,Funding Round,5000000.0,Gurugram,
W Health Ventures,,,,,Nivaan Care,Chronic Pain Management - HealthTech,Seed Round,4250000.0,Delhi,
Holtzbrinck Publishing Group,,,,,Toonsutra,Webtoon & Comics - MediaTech,Seed Round,3200000.0,Bengaluru,
GMJP,,,,,Toonsutra,Webtoon & Comics - MediaTech,Seed Round,3200000.0,Bengaluru,
T-Accelerate,,,,,Toonsutra,Webtoon & Comics - MediaTech,Seed Round,3200000.0,Bengaluru,
Graphic India,,,,,Toonsutra,Webtoon & Comics - MediaTech,Seed Round,3200000.0,Bengaluru,
EMVC,,,,,Mysa,Unified Finance - FinTech SaaS,Seed Round,2800000.0,Bengaluru,
CIIIE,,,,,Mysa,Unified Finance - FinTech SaaS,Seed Round,2800000.0,Bengaluru,
Sriharsha Majety (Swiggy),,,,,Mysa,Unified Finance - FinTech SaaS,Seed Round,2800000.0,Bengaluru,
